a,b,c,co
505,59,374,1
505,59,36,1
505,36,497,1
536,226,519,1
2,322,529,1
408,23,61,1
103,470,477,1
61,408,23,1
61,23,408,1
23,408,61,1
23,61,408,1
477,470,103,1
477,103,470,1
470,477,103,1
470,103,477,1
103,477,470,1
362,263,98,1
2,529,322,1
362,98,263,1
263,362,98,1
263,98,362,1
98,362,263,1
98,263,362,1
529,322,2,1
529,2,322,1
322,529,2,1
322,2,529,1
373,253,486,1
373,392,253,1
505,36,59,1
373,392,486,1
435,535,309,1
435,535,74,1
435,309,535,1
435,309,74,1
435,74,535,1
435,74,309,1
309,535,435,1
309,535,74,1
309,435,535,1
309,435,74,1
309,74,535,1
309,74,435,1
74,535,435,1
74,535,309,1
74,435,535,1
74,435,309,1
74,309,535,1
74,309,435,1
486,343,19,1
486,19,343,1
343,486,19,1
535,74,309,1
535,74,435,1
535,309,74,1
188,493,263,1
493,188,507,1
493,188,263,1
263,507,188,1
263,493,188,1
263,188,507,1
263,188,493,1
188,507,493,1
188,507,263,1
188,493,507,1
188,263,507,1
535,309,435,1
188,263,493,1
458,454,453,1
458,453,454,1
454,458,453,1
454,453,458,1
453,458,454,1
453,454,458,1
535,435,309,1
535,435,74,1
343,19,486,1
19,486,343,1
19,343,486,1
392,373,486,1
486,392,251,1
486,373,392,1
486,373,253,1
486,373,251,1
486,253,373,1
486,251,392,1
486,251,373,1
392,486,373,1
392,486,251,1
392,373,253,1
125,134,348,1
392,373,251,1
392,253,373,1
392,253,251,1
392,251,486,1
392,251,373,1
392,251,253,1
373,486,392,1
373,486,253,1
373,486,251,1
486,392,373,1
125,348,134,1
535,229,123,1
460,521,36,1
535,123,229,1
229,535,123,1
229,123,535,1
123,535,229,1
123,229,535,1
521,460,36,1
521,453,36,1
521,36,460,1
521,36,453,1
460,36,521,1
134,125,348,1
453,521,36,1
453,36,521,1
36,521,460,1
36,521,453,1
36,460,521,1
36,453,521,1
348,134,125,1
348,125,134,1
134,348,125,1
505,36,374,1
497,505,374,1
493,507,188,1
207,475,5,1
260,511,19,1
260,455,511,1
260,455,19,1
260,19,511,1
260,19,455,1
19,511,260,1
19,455,260,1
19,260,511,1
19,260,455,1
504,493,492,1
504,492,493,1
493,504,492,1
493,492,504,1
492,504,493,1
492,493,504,1
373,348,75,1
373,75,348,1
348,373,75,1
348,75,373,1
75,373,348,1
75,348,373,1
260,511,455,1
455,19,260,1
455,260,19,1
5,475,207,1
207,23,5,1
207,5,475,1
207,5,23,1
23,475,207,1
23,475,5,1
23,207,475,1
23,207,5,1
23,5,475,1
23,5,207,1
5,475,23,1
455,260,511,1
5,207,475,1
5,207,23,1
5,23,475,1
5,23,207,1
511,455,260,1
511,260,455,1
511,260,19,1
511,19,260,1
455,511,260,1
218,206,12,1
218,12,206,1
206,218,12,1
134,63,193,1
193,435,134,1
193,134,435,1
193,134,63,1
193,63,134,1
134,435,193,1
134,435,63,1
134,193,435,1
134,193,63,1
134,63,435,1
63,435,134,1
435,134,63,1
63,193,134,1
63,134,435,1
63,134,193,1
535,493,179,1
535,179,493,1
493,535,179,1
493,179,535,1
179,535,493,1
179,493,535,1
435,63,134,1
435,134,193,1
206,12,218,1
102,80,12,1
12,218,206,1
12,206,218,1
515,102,80,1
515,102,12,1
515,80,102,1
515,12,102,1
102,515,80,1
102,515,12,1
102,80,515,1
102,12,515,1
435,193,134,1
102,12,80,1
80,515,102,1
80,102,515,1
80,102,12,1
80,12,102,1
12,515,102,1
12,102,515,1
12,102,80,1
12,80,102,1
207,23,475,1
207,475,23,1
497,505,59,1
475,5,23,1
59,374,505,1
59,374,497,1
59,374,36,1
59,36,505,1
59,36,497,1
59,36,374,1
36,505,497,1
36,505,374,1
36,505,59,1
36,497,505,1
36,497,59,1
36,374,505,1
36,374,59,1
36,59,505,1
36,59,497,1
36,59,374,1
494,493,263,1
494,493,28,1
494,263,493,1
494,28,493,1
493,494,263,1
59,497,36,1
59,497,374,1
59,497,505,1
374,505,59,1
497,505,36,1
497,374,505,1
497,374,59,1
497,59,505,1
497,59,374,1
497,59,36,1
497,36,505,1
497,36,59,1
374,505,497,1
374,505,36,1
59,505,36,1
374,497,505,1
374,497,59,1
374,59,505,1
374,59,497,1
374,59,36,1
374,36,505,1
374,36,59,1
59,505,497,1
59,505,374,1
493,494,28,1
493,263,494,1
493,263,28,1
130,54,42,1
69,40,140,1
40,140,69,1
40,69,140,1
408,374,36,1
408,36,374,1
374,408,36,1
374,36,408,1
36,408,374,1
36,374,408,1
130,42,54,1
140,40,69,1
54,130,42,1
54,42,130,1
42,130,54,1
42,54,130,1
475,207,23,1
475,207,5,1
475,23,207,1
475,23,5,1
475,5,207,1
69,140,40,1
140,69,40,1
493,28,494,1
520,457,260,1
493,28,263,1
263,494,493,1
263,493,494,1
263,493,28,1
263,28,493,1
28,494,493,1
28,493,494,1
28,493,263,1
28,263,493,1
520,260,457,1
260,457,510,1
510,457,260,1
510,260,457,1
457,520,260,1
457,510,260,1
457,260,520,1
457,260,510,1
260,520,457,1
260,510,457,1
260,457,520,1
493,263,188,1
507,188,263,1
506,493,457,1
227,63,276,1
373,394,6,1
373,6,446,1
373,6,394,1
6,446,394,1
6,446,373,1
6,394,446,1
6,394,373,1
6,373,446,1
6,373,394,1
520,510,394,1
520,394,510,1
520,394,30,1
520,30,394,1
510,520,394,1
510,394,520,1
394,520,510,1
394,520,30,1
394,510,520,1
394,30,520,1
30,520,394,1
30,394,520,1
373,446,6,1
394,6,373,1
394,6,446,1
457,260,65,1
63,276,227,1
63,227,494,1
63,227,276,1
159,65,21,1
159,21,65,1
65,159,21,1
65,21,159,1
21,159,65,1
21,65,159,1
457,65,260,1
394,373,6,1
260,457,65,1
260,65,457,1
65,457,260,1
65,260,457,1
446,394,6,1
446,373,6,1
446,6,394,1
446,6,373,1
394,446,6,1
505,494,8,1
505,8,494,1
494,505,8,1
140,529,69,1
529,69,197,1
529,69,140,1
197,529,140,1
197,529,69,1
197,140,529,1
197,140,69,1
197,69,529,1
197,69,140,1
140,529,197,1
140,197,529,1
529,140,197,1
140,197,69,1
140,69,529,1
140,69,197,1
69,529,197,1
69,529,140,1
69,197,529,1
69,197,140,1
69,140,529,1
69,140,197,1
529,140,69,1
529,197,69,1
494,8,505,1
472,5,207,1
8,505,494,1
8,494,505,1
147,65,64,1
147,64,65,1
65,147,64,1
65,64,147,1
64,147,65,1
64,65,147,1
472,207,5,1
207,472,5,1
529,197,140,1
207,5,472,1
5,472,207,1
5,207,472,1
535,457,392,1
535,392,457,1
457,535,392,1
457,392,535,1
392,535,457,1
392,457,535,1
63,494,227,1
227,63,494,1
295,25,102,1
227,276,63,1
264,318,93,1
264,93,318,1
93,318,264,1
93,264,318,1
497,411,367,1
497,392,367,1
497,367,411,1
497,367,392,1
411,497,367,1
411,367,497,1
392,497,367,1
392,367,497,1
367,497,411,1
367,497,392,1
367,411,497,1
367,392,497,1
538,437,121,1
538,121,437,1
437,538,121,1
437,121,538,1
121,538,437,1
318,93,264,1
318,264,93,1
103,308,535,1
263,457,506,1
506,457,263,1
506,263,457,1
493,506,457,1
493,457,506,1
457,506,493,1
457,506,263,1
457,493,506,1
457,263,506,1
263,506,457,1
536,535,308,1
103,535,308,1
536,308,535,1
535,536,308,1
535,308,536,1
535,308,103,1
535,103,308,1
308,536,535,1
308,535,536,1
308,535,103,1
308,103,535,1
121,437,538,1
504,63,28,1
504,28,63,1
276,519,227,1
63,86,521,1
63,86,460,1
63,86,453,1
519,276,227,1
519,227,276,1
494,276,227,1
494,227,276,1
494,227,63,1
494,63,227,1
276,494,227,1
63,460,86,1
276,227,519,1
276,227,494,1
276,227,63,1
276,63,227,1
227,519,276,1
227,494,276,1
227,494,63,1
227,276,519,1
227,276,494,1
63,453,86,1
63,521,86,1
63,504,28,1
521,86,63,1
63,28,504,1
28,504,63,1
28,63,504,1
137,97,8,1
137,8,97,1
97,137,8,1
97,8,137,1
8,137,97,1
8,97,137,1
521,63,86,1
86,63,453,1
460,86,63,1
460,63,86,1
453,86,63,1
453,63,86,1
86,521,63,1
86,460,63,1
86,453,63,1
86,63,521,1
86,63,460,1
295,102,25,1
102,295,25,1
507,188,493,1
43,209,36,1
407,455,373,1
407,373,509,1
407,373,455,1
373,509,407,1
373,455,407,1
373,407,509,1
373,407,455,1
162,91,26,1
162,91,19,1
162,26,91,1
162,26,19,1
162,19,91,1
162,19,26,1
91,162,26,1
91,162,19,1
91,26,162,1
91,19,162,1
26,162,91,1
26,162,19,1
26,91,162,1
26,19,162,1
407,509,373,1
455,373,407,1
455,407,373,1
436,218,373,1
43,36,209,1
36,408,209,1
36,408,43,1
36,209,408,1
36,209,43,1
36,43,408,1
36,43,209,1
436,373,218,1
436,373,197,1
436,197,373,1
509,373,407,1
373,436,218,1
373,436,197,1
373,218,436,1
373,197,436,1
218,436,373,1
218,373,436,1
197,436,373,1
197,373,436,1
509,407,373,1
19,162,91,1
19,162,26,1
19,91,162,1
274,19,535,1
535,486,274,1
535,274,486,1
535,274,19,1
535,19,274,1
486,535,274,1
486,274,535,1
274,535,486,1
274,535,19,1
274,486,535,1
19,535,274,1
426,529,493,1
19,274,535,1
474,65,57,1
474,57,65,1
65,474,57,1
65,57,474,1
57,474,65,1
57,65,474,1
507,493,188,1
507,263,188,1
426,493,529,1
493,426,529,1
19,26,162,1
110,188,541,1
541,188,110,1
541,188,63,1
541,110,188,1
541,63,188,1
188,541,110,1
188,541,63,1
188,110,541,1
188,63,541,1
110,541,188,1
63,541,188,1
493,529,426,1
63,188,541,1
435,174,148,1
435,148,174,1
174,435,148,1
174,148,435,1
148,435,174,1
148,174,435,1
529,493,426,1
529,426,493,1
43,36,408,1
43,209,408,1
102,25,295,1
43,408,36,1
63,502,218,1
63,218,502,1
168,156,143,1
168,143,156,1
156,168,143,1
156,143,168,1
143,168,156,1
143,156,168,1
308,103,25,1
308,25,103,1
103,308,25,1
103,25,308,1
25,308,103,1
25,103,308,1
528,433,290,1
528,290,433,1
433,528,290,1
433,290,528,1
290,528,433,1
290,433,528,1
81,63,16,1
218,63,502,1
218,502,63,1
502,63,218,1
102,130,25,1
25,295,102,1
25,102,295,1
130,102,80,1
130,102,25,1
130,80,102,1
130,80,25,1
130,25,102,1
130,25,80,1
102,130,80,1
102,80,130,1
502,218,63,1
102,25,130,1
80,130,102,1
80,130,25,1
80,102,130,1
80,25,130,1
25,130,102,1
25,130,80,1
25,102,130,1
25,80,130,1
81,16,63,1
63,81,16,1
63,16,81,1
408,43,209,1
237,217,301,1
217,462,301,1
217,462,237,1
217,301,462,1
217,301,237,1
217,237,462,1
217,237,301,1
408,209,43,1
408,209,36,1
408,43,36,1
237,301,217,1
408,36,209,1
408,36,43,1
209,408,43,1
209,408,36,1
209,43,408,1
209,43,36,1
209,36,408,1
209,36,43,1
43,408,209,1
237,217,462,1
237,301,462,1
16,81,63,1
462,237,301,1
16,63,81,1
351,350,124,1
351,124,350,1
350,351,124,1
350,124,351,1
124,351,350,1
124,350,351,1
462,301,237,1
462,301,217,1
462,237,217,1
237,462,217,1
462,217,301,1
462,217,237,1
301,462,237,1
301,462,217,1
301,237,462,1
301,237,217,1
301,217,462,1
301,217,237,1
237,462,301,1
511,477,374,1
511,374,477,1
511,374,18,1
374,535,529,1
374,501,252,1
374,501,134,1
374,486,134,1
374,252,501,1
374,252,134,1
374,134,501,1
374,134,486,1
374,134,252,1
252,501,374,1
252,501,134,1
252,486,134,1
252,374,501,1
252,374,134,1
252,134,501,1
252,134,486,1
252,134,374,1
134,501,486,1
134,501,374,1
134,501,252,1
134,486,501,1
134,486,374,1
486,134,252,1
486,134,374,1
486,134,501,1
106,374,529,1
374,529,535,1
374,529,106,1
374,106,535,1
374,106,529,1
106,535,529,1
106,535,374,1
106,529,535,1
106,529,374,1
106,374,535,1
501,486,134,1
486,252,134,1
501,374,252,1
501,374,134,1
501,252,374,1
501,252,134,1
501,134,486,1
501,134,374,1
501,134,252,1
486,501,134,1
486,374,134,1
134,486,252,1
134,374,501,1
134,374,486,1
224,530,63,1
530,63,224,1
224,535,534,1
224,535,530,1
224,535,63,1
224,534,535,1
224,534,530,1
224,534,63,1
224,530,535,1
224,530,534,1
224,63,535,1
530,224,63,1
224,63,534,1
224,63,530,1
63,535,224,1
63,534,530,1
63,534,224,1
63,530,534,1
63,530,224,1
63,224,535,1
63,224,534,1
530,63,534,1
530,224,534,1
134,374,252,1
534,535,224,1
134,252,501,1
134,252,486,1
134,252,374,1
535,534,224,1
535,530,224,1
535,224,534,1
535,224,530,1
535,224,63,1
535,63,224,1
534,530,224,1
530,224,535,1
534,530,63,1
534,224,535,1
534,224,530,1
534,224,63,1
534,63,530,1
534,63,224,1
530,535,224,1
530,534,224,1
530,534,63,1
374,535,106,1
529,106,374,1
510,459,146,1
529,106,535,1
535,367,436,1
436,535,367,1
436,367,535,1
367,535,436,1
367,436,535,1
514,388,165,1
514,388,80,1
514,165,388,1
514,165,80,1
514,80,388,1
514,80,165,1
388,514,165,1
388,514,80,1
388,165,514,1
388,165,80,1
388,80,514,1
388,80,165,1
165,514,388,1
165,514,80,1
165,388,514,1
165,388,80,1
535,436,367,1
128,308,514,1
128,514,308,1
82,25,16,1
477,18,373,1
373,477,18,1
373,18,477,1
18,477,373,1
18,373,477,1
466,82,25,1
466,25,82,1
82,466,25,1
82,25,466,1
82,16,25,1
308,128,514,1
25,466,82,1
25,82,466,1
25,82,16,1
25,16,82,1
16,82,25,1
16,25,82,1
514,308,128,1
514,128,308,1
308,514,128,1
165,80,514,1
165,80,388,1
80,514,388,1
370,392,398,1
20,206,197,1
20,197,206,1
12,206,197,1
12,197,206,1
398,392,370,1
398,370,392,1
392,398,370,1
392,370,398,1
370,398,392,1
535,529,374,1
197,20,206,1
535,529,106,1
535,374,529,1
535,374,106,1
535,106,529,1
535,106,374,1
529,535,374,1
529,535,106,1
529,374,535,1
529,374,106,1
197,12,206,1
197,206,12,1
80,514,165,1
214,228,521,1
80,388,514,1
80,388,165,1
80,165,514,1
80,165,388,1
521,228,214,1
521,214,228,1
228,521,214,1
228,214,521,1
214,521,228,1
495,355,295,1
197,206,20,1
495,295,355,1
355,495,295,1
355,295,495,1
295,495,355,1
295,355,495,1
206,197,20,1
206,197,12,1
206,20,197,1
206,12,197,1
63,224,530,1
510,146,459,1
511,18,374,1
19,374,96,1
511,103,40,1
511,63,339,1
511,63,40,1
511,40,339,1
511,40,103,1
511,40,63,1
339,511,103,1
339,511,63,1
339,511,40,1
339,103,511,1
339,63,511,1
339,63,40,1
339,40,511,1
339,40,63,1
103,511,339,1
103,511,40,1
103,339,511,1
103,63,40,1
103,40,511,1
103,40,63,1
63,511,339,1
511,103,339,1
511,339,40,1
511,339,63,1
536,501,18,1
19,96,374,1
19,65,374,1
537,91,82,1
537,82,91,1
91,537,82,1
91,82,537,1
82,537,91,1
82,91,537,1
536,501,455,1
536,455,501,1
511,339,103,1
536,18,501,1
501,536,455,1
501,536,18,1
501,455,536,1
501,18,536,1
455,536,501,1
455,501,536,1
18,536,501,1
18,501,536,1
63,511,40,1
63,339,511,1
63,339,40,1
40,481,512,1
481,40,102,1
102,512,481,1
102,512,40,1
102,481,512,1
102,481,40,1
102,40,512,1
102,40,481,1
40,512,481,1
40,512,102,1
40,481,102,1
481,102,40,1
40,102,512,1
40,102,481,1
274,248,18,1
274,77,18,1
274,18,248,1
274,18,77,1
248,274,18,1
248,77,18,1
248,18,274,1
481,40,512,1
481,102,512,1
63,103,40,1
40,103,63,1
63,40,511,1
63,40,339,1
63,40,103,1
40,511,339,1
40,511,103,1
40,511,63,1
40,339,511,1
40,339,63,1
40,103,511,1
40,63,511,1
481,512,40,1
40,63,339,1
40,63,103,1
512,481,102,1
512,481,40,1
512,102,481,1
512,102,40,1
512,40,481,1
512,40,102,1
481,512,102,1
19,374,65,1
65,19,374,1
459,510,146,1
65,96,374,1
54,6,370,1
54,6,31,1
54,6,18,1
31,370,54,1
31,370,18,1
31,370,6,1
31,54,370,1
31,54,18,1
31,54,6,1
31,18,370,1
31,18,54,1
31,18,6,1
31,6,370,1
31,6,54,1
31,6,18,1
18,370,54,1
18,370,31,1
18,370,6,1
18,54,370,1
18,54,31,1
18,54,6,1
54,18,6,1
54,18,31,1
54,18,370,1
370,18,54,1
459,146,510,1
146,510,459,1
146,459,510,1
370,54,31,1
370,54,18,1
370,54,6,1
370,31,54,1
370,31,18,1
370,31,6,1
370,18,31,1
54,31,6,1
370,18,6,1
370,6,54,1
370,6,31,1
370,6,18,1
54,370,31,1
54,370,18,1
54,370,6,1
54,31,370,1
54,31,18,1
18,31,370,1
18,31,54,1
18,31,6,1
374,96,19,1
126,435,206,1
126,206,435,1
126,206,82,1
126,82,206,1
82,435,206,1
82,206,435,1
82,206,126,1
82,126,206,1
374,96,65,1
374,65,96,1
206,82,435,1
374,65,19,1
374,19,96,1
374,19,65,1
96,374,65,1
96,374,19,1
96,65,374,1
96,19,374,1
65,374,96,1
65,374,19,1
206,82,126,1
206,126,82,1
18,6,370,1
6,31,54,1
18,6,54,1
18,6,31,1
6,370,54,1
6,370,31,1
6,370,18,1
6,54,370,1
6,54,31,1
6,54,18,1
6,31,370,1
6,31,18,1
206,126,435,1
6,18,370,1
6,18,54,1
6,18,31,1
435,206,126,1
435,206,82,1
435,126,206,1
435,82,206,1
206,435,126,1
206,435,82,1
477,373,18,1
28,140,228,1
28,228,140,1
260,19,21,1
536,28,519,1
536,28,259,1
536,28,111,1
519,536,28,1
519,259,111,1
519,259,28,1
519,111,259,1
519,28,536,1
519,28,259,1
259,536,111,1
259,536,28,1
259,519,111,1
259,519,28,1
259,111,536,1
259,111,519,1
259,28,536,1
259,28,519,1
111,536,259,1
111,536,28,1
111,519,259,1
111,259,536,1
536,111,28,1
536,111,259,1
536,259,28,1
19,506,493,1
21,506,260,1
21,506,19,1
21,493,506,1
21,493,19,1
21,260,506,1
21,260,19,1
21,19,506,1
21,19,493,1
21,19,260,1
19,506,260,1
536,259,111,1
19,506,21,1
19,493,506,1
19,493,21,1
19,260,506,1
19,260,21,1
19,21,506,1
19,21,493,1
19,21,260,1
536,519,28,1
111,259,519,1
111,28,536,1
28,536,519,1
29,520,531,1
511,30,531,1
511,29,531,1
30,531,511,1
30,531,29,1
30,511,531,1
30,29,531,1
29,531,520,1
29,531,511,1
29,531,30,1
29,511,531,1
511,531,30,1
29,30,531,1
521,517,72,1
521,72,517,1
517,521,72,1
517,72,521,1
72,521,517,1
72,517,521,1
342,264,143,1
342,143,264,1
511,531,29,1
520,29,531,1
28,536,259,1
467,146,469,1
28,536,111,1
28,519,536,1
28,519,259,1
28,259,536,1
28,259,519,1
28,111,536,1
469,467,146,1
469,146,467,1
467,469,146,1
146,469,467,1
520,531,29,1
146,467,469,1
531,520,29,1
531,511,30,1
531,511,29,1
531,30,511,1
531,30,29,1
531,29,520,1
531,29,511,1
531,29,30,1
21,506,493,1
260,19,506,1
140,28,228,1
260,21,19,1
113,435,79,1
113,435,27,1
113,79,435,1
113,79,27,1
113,27,435,1
113,27,79,1
79,435,113,1
79,113,435,1
79,113,27,1
79,27,113,1
27,435,113,1
27,113,435,1
27,113,79,1
27,79,113,1
435,295,23,1
435,23,295,1
295,435,23,1
295,130,23,1
295,23,435,1
295,23,130,1
130,295,23,1
435,27,113,1
435,79,113,1
435,113,27,1
374,18,477,1
477,511,374,1
477,374,511,1
477,374,18,1
477,18,374,1
374,511,477,1
374,511,18,1
374,477,511,1
374,477,18,1
374,18,511,1
18,511,374,1
435,113,79,1
18,477,374,1
18,374,511,1
18,374,477,1
507,446,260,1
507,260,446,1
446,507,260,1
446,260,507,1
260,507,446,1
260,446,507,1
130,23,295,1
23,435,295,1
23,295,435,1
506,19,260,1
69,295,436,1
506,493,21,1
506,493,19,1
506,260,21,1
506,260,19,1
506,21,493,1
506,21,260,1
506,21,19,1
506,19,493,1
506,19,21,1
69,436,295,1
493,506,21,1
493,506,19,1
493,21,506,1
493,21,19,1
493,19,506,1
493,19,21,1
260,506,21,1
260,506,19,1
260,21,506,1
69,295,497,1
69,436,497,1
23,295,130,1
436,295,497,1
23,130,295,1
497,436,295,1
497,436,69,1
497,295,436,1
497,295,69,1
497,69,436,1
497,69,295,1
436,497,295,1
436,497,69,1
436,295,69,1
69,497,295,1
436,69,497,1
436,69,295,1
295,497,436,1
295,497,69,1
295,436,497,1
295,436,69,1
295,69,497,1
295,69,436,1
69,497,436,1
264,342,143,1
264,143,342,1
143,342,264,1
143,264,342,1
167,493,28,1
167,493,21,1
167,28,493,1
167,28,21,1
167,21,493,1
167,21,28,1
28,493,167,1
28,493,21,1
28,167,493,1
28,167,21,1
28,21,493,1
28,21,167,1
21,493,167,1
21,493,28,1
21,167,493,1
21,167,28,1
21,28,493,1
21,28,167,1
519,422,395,1
519,395,422,1
519,395,111,1
493,21,28,1
493,21,167,1
493,28,21,1
356,430,225,1
430,525,356,1
430,525,225,1
430,356,525,1
430,356,225,1
430,225,525,1
430,225,356,1
356,525,430,1
356,525,225,1
356,430,525,1
356,225,525,1
493,28,167,1
356,225,430,1
225,525,430,1
225,525,356,1
225,430,525,1
225,430,356,1
225,356,525,1
225,356,430,1
493,167,28,1
493,167,21,1
519,111,395,1
422,519,395,1
422,395,519,1
260,493,440,1
519,9,380,1
380,519,9,1
380,9,519,1
9,519,380,1
9,380,519,1
493,440,260,1
493,260,440,1
440,493,260,1
440,260,493,1
260,440,493,1
111,391,422,1
494,228,140,1
494,140,228,1
228,494,140,1
228,140,494,1
228,140,28,1
228,28,140,1
140,494,228,1
140,228,494,1
140,228,28,1
519,380,9,1
111,395,422,1
422,395,391,1
395,422,111,1
422,395,111,1
422,391,395,1
422,391,111,1
422,111,395,1
422,111,391,1
395,519,422,1
395,519,111,1
395,422,519,1
395,422,391,1
395,391,422,1
111,395,519,1
395,111,519,1
395,111,422,1
391,422,395,1
391,422,111,1
391,395,422,1
391,111,422,1
111,519,395,1
111,422,395,1
111,422,391,1
525,225,356,1
525,225,430,1
525,356,225,1
30,379,510,1
379,184,510,1
379,184,30,1
379,30,510,1
379,30,184,1
184,510,379,1
184,379,510,1
184,379,30,1
184,30,379,1
30,510,379,1
30,379,184,1
379,510,184,1
30,184,379,1
392,183,120,1
392,183,50,1
392,120,183,1
392,120,50,1
392,50,183,1
392,50,120,1
183,392,120,1
183,392,50,1
379,510,30,1
510,30,379,1
183,120,50,1
525,526,218,1
527,526,218,1
527,525,218,1
527,218,526,1
527,218,525,1
526,527,218,1
526,525,218,1
526,218,527,1
526,218,525,1
525,527,218,1
525,218,527,1
510,184,379,1
525,218,526,1
218,527,526,1
218,527,525,1
218,526,527,1
218,526,525,1
218,525,527,1
218,525,526,1
510,379,184,1
510,379,30,1
183,120,392,1
183,50,392,1
525,356,430,1
324,519,212,1
519,541,324,1
519,541,212,1
519,324,541,1
519,324,212,1
519,212,541,1
519,212,324,1
324,541,519,1
324,541,212,1
324,519,541,1
324,212,541,1
541,212,519,1
324,212,519,1
212,541,519,1
212,541,324,1
212,519,541,1
212,519,324,1
212,324,541,1
212,324,519,1
525,430,356,1
525,430,225,1
541,212,324,1
541,324,212,1
183,50,120,1
50,183,120,1
120,392,183,1
120,392,50,1
120,183,392,1
120,183,50,1
120,50,392,1
120,50,183,1
50,392,183,1
50,392,120,1
50,183,392,1
50,120,392,1
541,324,519,1
50,120,183,1
411,261,23,1
411,23,261,1
261,411,23,1
261,23,411,1
23,411,261,1
23,261,411,1
541,519,324,1
541,519,212,1
506,457,493,1
11,381,395,1
66,2,428,1
8,45,26,1
63,86,373,1
63,86,355,1
259,103,16,1
259,16,103,1
103,259,16,1
103,16,259,1
16,259,103,1
16,103,259,1
440,392,370,1
440,392,367,1
440,392,1,1
440,370,392,1
440,370,367,1
440,370,1,1
440,367,392,1
440,367,370,1
440,367,1,1
440,1,392,1
440,1,370,1
440,1,367,1
392,440,370,1
63,355,86,1
63,355,373,1
63,373,86,1
355,373,63,1
8,26,45,1
8,19,45,1
373,355,86,1
373,355,63,1
373,86,355,1
373,86,63,1
373,63,355,1
373,63,86,1
355,373,86,1
355,86,373,1
63,373,355,1
355,86,63,1
355,63,373,1
355,63,86,1
86,373,355,1
86,373,63,1
86,355,373,1
86,355,63,1
86,63,373,1
86,63,355,1
392,440,367,1
392,440,1,1
392,370,440,1
276,167,411,1
91,111,229,1
411,276,167,1
411,276,82,1
411,167,276,1
411,167,82,1
411,82,276,1
411,82,167,1
276,411,167,1
276,411,82,1
276,167,82,1
111,91,229,1
276,82,411,1
276,82,167,1
167,411,276,1
167,411,82,1
167,276,411,1
167,276,82,1
167,82,411,1
167,82,276,1
82,411,276,1
91,229,111,1
111,229,91,1
392,367,440,1
367,440,1,1
392,1,440,1
370,440,392,1
370,440,367,1
370,440,1,1
370,392,440,1
370,367,440,1
370,1,440,1
367,440,392,1
367,440,370,1
367,392,440,1
229,91,111,1
367,370,440,1
367,1,440,1
1,440,392,1
1,440,370,1
1,440,367,1
1,392,440,1
1,370,440,1
1,367,440,1
229,111,91,1
8,45,19,1
19,8,45,1
82,276,411,1
19,26,45,1
436,263,228,1
436,228,540,1
436,228,263,1
263,540,436,1
263,540,228,1
263,436,540,1
263,436,228,1
263,228,540,1
263,228,436,1
228,540,436,1
228,540,263,1
228,436,540,1
228,436,263,1
228,263,540,1
228,263,436,1
520,494,303,1
520,494,232,1
520,303,494,1
520,303,232,1
520,232,494,1
520,232,303,1
436,263,540,1
436,540,228,1
436,540,263,1
130,63,530,1
530,63,130,1
435,530,130,1
435,130,530,1
435,130,63,1
435,63,130,1
130,530,435,1
130,530,63,1
130,435,530,1
130,435,63,1
130,63,435,1
540,228,263,1
63,530,130,1
63,435,130,1
63,130,530,1
63,130,435,1
540,436,263,1
540,436,228,1
540,263,436,1
540,263,228,1
540,228,436,1
494,520,303,1
494,520,232,1
494,303,520,1
45,8,19,1
45,440,26,1
45,440,19,1
45,26,440,1
45,26,19,1
45,26,8,1
45,19,440,1
45,19,26,1
45,19,8,1
45,8,26,1
26,440,45,1
440,26,45,1
26,45,440,1
26,45,19,1
26,45,8,1
26,19,45,1
26,8,45,1
19,440,45,1
19,45,440,1
19,45,26,1
19,45,8,1
440,19,45,1
440,45,19,1
494,303,232,1
232,520,303,1
494,232,520,1
494,232,303,1
303,520,494,1
303,520,232,1
303,494,520,1
303,494,232,1
303,232,520,1
303,232,494,1
232,520,494,1
232,494,520,1
440,45,26,1
232,494,303,1
232,303,520,1
232,303,494,1
419,171,128,1
419,128,171,1
171,419,128,1
171,128,419,1
128,419,171,1
128,171,419,1
82,411,167,1
82,276,167,1
530,130,435,1
56,80,102,1
86,518,507,1
86,518,477,1
86,518,18,1
86,507,518,1
86,507,477,1
86,507,18,1
86,477,518,1
86,477,507,1
86,477,18,1
86,18,518,1
86,18,507,1
86,18,477,1
18,518,86,1
18,507,86,1
18,477,86,1
18,86,518,1
18,86,507,1
18,86,477,1
411,392,19,1
411,19,392,1
392,411,19,1
477,18,86,1
477,86,18,1
477,86,507,1
518,86,477,1
262,63,21,1
